Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
SYC,2019,3.15755,0.768433,3.32675,1.1973,2.97205,0.9945709999999999,2.92611,0.913542,3.15753,0.768433,3.32672,1.1973,2.97202,0.9945709999999999,2.92608,0.913542,3.59119,0.7669,3.7603800000000005,1.19632,3.4056800000000003,0.9933870000000001,3.35974,0.9122530000000001,-2.80978e-05,5.61956e-05,0.0,0.0,0.433659,0.04851369999999999,0.37,0.06,0.11,-0.02,0.22
SYC,2020,3.94614,1.49291,4.13289,1.39242,3.88059,1.08408,3.27513,0.9709459999999999,3.94611,1.49291,4.13286,1.39242,3.88056,1.08408,3.2751,0.9709459999999999,4.31294,1.4921200000000001,4.49969,1.3915799999999998,4.2474,1.08299,3.64194,0.969733,-2.95879e-05,5.9175900000000004e-05,0.0,0.0,0.36683499999999997,0.04851369999999999,0.25,0.06,0.11,-0.02,0.22
SYC,mean,3.6707,0.959634,4.52798,1.25279,4.142930000000001,1.4433,3.57974,1.09438,3.67067,0.959634,4.52796,1.25279,4.1429,1.4433,3.57971,1.09438,4.07267,0.9581129999999999,4.9299599999999995,1.2516200000000002,4.54491,1.44229,3.9817099999999996,1.09305,-2.95879e-05,5.9175900000000004e-05,0.0,0.0,0.402007,0.0540069,1.11,0.06,0.11,-0.02,0.22
SYR,2015,14.6361,16.5439,43.8943,56.2532,18.4195,63.7859,29.0125,38.2202,13.6046,16.5439,42.8628,56.2532,17.388,63.7859,27.981,38.2202,72.4523,16.2869,101.711,56.1782,76.2358,63.7197,86.8287,38.1097,-1.03151,1.6917900000000001,0.0,0.0,58.8477,2.90452,0.78,-0.0,0.24,0.26,0.27
SYR,2016,0.777724,21.8135,8.09052,26.2731,2.21496,50.7057,-3.1307099999999997,29.9313,-0.24803699999999998,21.8135,7.064760000000001,26.2731,1.1892,50.7057,-4.15647,29.9313,61.3112,21.622,68.624,26.1143,62.7484,50.6236,57.4027,29.792,-1.02576,1.7033,0.0,0.0,61.5592,2.88453,0.64,-0.0,0.24,0.26,0.27
SYR,2017,4.6926,20.3377,17.0527,25.2978,5.43701,39.0375,1.71177,30.7586,3.6556599999999997,20.3377,16.0157,25.2978,4.4000699999999995,39.0375,0.674836,30.7586,67.6497,20.1614,80.0098,25.1563,68.3941,38.946,64.6688,30.6424,-1.03694,1.68094,0.0,0.0,63.994,2.67158,1.01,-0.0,0.24,0.26,0.27
SYR,2018,2.01037,20.5331,0.908892,18.208,1.46099,19.1072,-1.26415,31.0346,0.950585,20.5331,-0.150895,18.208,0.40120300000000003,19.1072,-2.3239400000000003,31.0346,66.3486,20.3586,65.2471,18.0109,65.7992,18.9195,63.0741,30.9194,-1.05979,1.63525,0.0,0.0,65.398,2.67158,-0.06,-0.0,0.24,0.26,0.27
SYR,2019,7.298189999999999,19.8157,-2.25434,18.6834,-1.29019,28.2226,-18.3698,28.3709,6.18675,19.8157,-3.36577,18.6834,-2.40163,28.2226,-19.4812,28.3709,74.7556,19.6017,65.203,18.4562,66.1672,28.0727,49.0876,28.2218,-1.11144,1.5319399999999999,0.0,0.0,68.5688,2.90452,-0.55,-0.0,0.24,0.26,0.27
SYR,2020,1.5651899999999999,12.5534,13.7709,22.5225,6.6903,31.2642,-5.46851,22.9655,0.512103,12.5534,12.7178,22.5225,5.63721,31.2642,-6.5216,22.9655,64.2041,12.2128,76.4099,22.3344,69.3293,31.129,57.1704,22.7811,-1.0530899999999999,1.64864,0.0,0.0,63.692,2.90452,0.71,-0.0,0.24,0.26,0.27
SYR,mean,7.0238,12.7796,8.95507,20.7057,2.08043,36.8146,-0.376407,15.3435,5.9707099999999995,12.6728,7.90198,20.6399,1.02734,36.7777,-1.42949,15.2547,69.6473,12.3542,71.5786,20.4459,64.704,36.6691,62.2471,14.9911,-1.0530899999999999,1.64864,0.0,0.0,63.6766,2.82354,0.12,-0.0,0.24,0.26,0.27
TCD,2015,-11.9614,113.04,105.01799999999999,160.925,79.7409,117.93799999999999,41.4992,118.736,-14.8665,113.04,102.113,160.925,76.8359,117.93799999999999,38.5942,118.736,-11.6849,113.04,105.295,160.925,80.0174,117.93799999999999,41.7757,118.735,-3.27846,4.0825,0.37341799999999997,0.112025,3.18152,0.0707337,0.77,0.04,0.41,0.4,0.31
TCD,2016,71.224,91.2737,243.06,224.345,201.76,180.325,175.842,116.296,68.3932,91.2737,240.229,224.345,198.929,180.325,173.011,116.296,71.586,91.2736,243.422,224.345,202.122,180.325,176.204,116.296,-3.20419,4.23104,0.37341799999999997,0.112025,3.19283,0.10036,0.9,0.04,0.41,0.4,0.31
TCD,2017,1.2278200000000001,57.7931,173.00400000000002,138.71200000000002,163.156,128.24,82.7575,154.28799999999998,-1.65442,57.7931,170.12099999999998,138.71200000000002,160.273,128.24,79.8753,154.28799999999998,1.5941,57.7931,173.37,138.71200000000002,163.52200000000002,128.24,83.1238,154.28799999999998,-3.25565,4.1281099999999995,0.37341799999999997,0.112025,3.24852,0.102953,1.06,0.04,0.41,0.4,0.31
TCD,2018,-47.247,113.23899999999999,107.182,146.575,59.3336,176.47299999999998,4.44125,235.847,-50.2821,113.23899999999999,104.147,146.575,56.2986,176.47299999999998,1.40621,235.847,-46.9922,113.23899999999999,107.43700000000001,146.575,59.5885,176.47299999999998,4.6961,235.847,-3.40846,3.8225,0.37341799999999997,0.112025,3.28989,0.102953,1.51,0.04,0.41,0.4,0.31
TCD,2019,-6.108569999999999,90.622,127.595,155.357,115.79299999999999,105.185,12.8154,200.21,-9.24803,90.622,124.456,155.357,112.654,105.185,9.6759,200.21,-5.92512,90.622,127.779,155.357,115.977,105.185,12.9988,200.21,-3.5128699999999995,3.6136699999999995,0.37341799999999997,0.112025,3.3229,0.0707337,0.63,0.04,0.41,0.4,0.31
TCD,2020,46.7879,65.9516,193.799,113.406,192.696,136.096,33.3829,178.523,43.8294,65.9516,190.84099999999998,113.406,189.737,136.096,30.4244,178.523,46.6802,65.9516,193.692,113.406,192.588,136.096,33.2752,178.523,-3.3319300000000003,3.97557,0.37341799999999997,0.112025,2.85079,0.0707337,1.26,0.04,0.41,0.4,0.31
TCD,mean,3.2949900000000003,77.5352,180.19,141.815,123.501,112.28200000000001,98.6523,166.975,0.33648,77.4331,177.232,141.759,120.54299999999999,112.211,95.6938,166.92700000000002,3.51756,77.4331,180.41299999999998,141.759,123.72399999999999,112.211,98.8749,166.92700000000002,-3.3319300000000003,3.97557,0.37341799999999997,0.112025,3.18108,0.0864111,1.24,0.04,0.41,0.4,0.31
TGO,2015,6.76962,14.6768,32.9044,12.4749,26.6626,20.6619,36.1115,11.4887,5.705080000000001,14.6768,31.8399,12.4749,25.598,20.6619,35.047,11.4887,7.041639999999999,14.6747,33.1764,12.4724,26.9346,20.6604,36.3835,11.486,-1.53423,1.3362,0.46968999999999994,0.140907,1.33656,0.249234,1.15,0.06,0.28,0.2,0.21
TGO,2016,16.1815,16.9929,32.5189,17.926,23.4224,19.1063,46.0288,19.3149,14.2224,16.9929,30.5599,17.926,21.4634,19.1063,44.0697,19.3149,15.5986,16.9904,31.936,17.9237,22.8396,19.1041,45.4459,19.3128,-2.4287400000000003,3.12522,0.46968999999999994,0.140907,1.3761700000000001,0.289971,1.54,0.06,0.28,0.2,0.21
TGO,2017,10.2935,6.02794,27.9573,23.0734,31.3855,20.5876,28.1694,11.3773,8.57435,6.02794,26.2381,23.0734,29.6663,20.5876,26.4502,11.3773,10.0107,6.02119,27.6744,23.0717,31.1027,20.5856,27.8865,11.3737,-2.18886,2.64547,0.46968999999999994,0.140907,1.43634,0.285157,1.04,0.06,0.28,0.2,0.21
TGO,2018,-11.4889,15.8813,35.1477,21.0288,12.9219,24.5722,15.9782,21.9833,-12.7607,15.8813,33.8759,21.0288,11.6501,24.5722,14.7064,21.9833,-11.279,15.8787,35.3576,21.0269,13.1317,24.5706,16.188,21.9815,-1.7414900000000002,1.75072,0.46968999999999994,0.140907,1.48163,0.285157,1.71,0.06,0.28,0.2,0.21
TGO,2019,-2.06039,7.67028,26.4583,23.49,18.0674,19.3078,24.2597,18.9249,-3.3649400000000003,7.67028,25.1537,23.49,16.7629,19.3078,22.9551,18.9249,-1.84358,7.6662300000000005,26.6751,23.4887,18.2842,19.3062,24.4765,18.9233,-1.77424,1.8162200000000002,0.46968999999999994,0.140907,1.52136,0.249234,1.21,0.06,0.28,0.2,0.21
TGO,2020,-1.15553,11.0705,49.2511,34.4557,26.5231,35.0868,23.1741,14.8342,-2.61936,11.0705,47.7872,34.4557,25.0592,35.0868,21.7103,14.8342,-1.2190299999999998,11.0677,49.1876,34.4548,26.4596,35.0859,23.1106,14.8321,-1.9335099999999998,2.13476,0.46968999999999994,0.140907,1.40032,0.249234,2.59,0.06,0.28,0.2,0.21
TGO,mean,4.27131,5.758030000000001,31.278,23.6603,26.6988,18.3706,23.8736,11.2162,2.80749,5.34582,29.8141,23.5634,25.235,18.2455,22.4098,11.0103,4.23289,5.3391,31.2395,23.5619,26.6604,18.2436,23.8352,11.007,-1.9335099999999998,2.13476,0.46968999999999994,0.140907,1.4254,0.267998,1.21,0.06,0.28,0.2,0.21
THA,2015,227.817,185.207,-0.192693,148.002,81.4308,126.584,54.7022,80.445,143.155,185.207,-84.8546,148.002,-3.23103,126.584,-29.9597,80.445,439.056,182.976,211.047,145.2,292.67,123.296,265.942,75.1662,-31.5002,17.4739,-53.1617,-15.9485,295.901,28.6608,-1.09,0.2,0.49,0.53,0.55
THA,2016,238.10299999999998,160.08,126.39200000000001,135.279,157.131,182.66299999999998,118.811,134.35399999999998,150.308,160.08,38.597,135.279,69.3358,182.66299999999998,31.0158,134.35399999999998,446.411,157.533,334.7,132.256,365.439,180.435,327.119,131.31,-34.6335,23.7406,-53.1617,-15.9485,296.103,28.4397,-0.66,0.2,0.49,0.53,0.55
THA,2017,2.9475700000000002,106.70200000000001,-13.3183,147.785,-50.8879,128.499,-140.994,110.376,-92.3713,106.70200000000001,-108.637,147.785,-146.207,128.499,-236.312,110.376,204.227,102.785,187.96200000000002,144.982,150.392,125.265,60.2863,106.594,-42.1572,38.7879,-53.1617,-15.9485,296.599,28.6442,-0.08,0.2,0.49,0.53,0.55
THA,2018,-25.7678,198.22,-22.496,135.971,-39.6179,128.686,1.7615900000000002,121.603,-116.52,198.22,-113.24799999999999,135.971,-130.37,128.686,-88.9902,121.603,187.46900000000002,196.139,190.74,132.91899999999998,173.618,125.458,214.998,118.181,-37.5901,29.6538,-53.1617,-15.9485,303.988,28.6442,0.01,0.2,0.49,0.53,0.55
THA,2019,146.211,203.149,-99.6975,195.04,5.80764,130.765,-55.7917,102.85600000000001,61.4708,203.149,-184.438,195.04,-78.9328,130.765,-140.532,102.85600000000001,361.415,201.11700000000002,115.506,192.922,221.012,127.586,159.412,98.7823,-31.5788,17.6311,-53.1617,-15.9485,299.944,28.6608,-0.96,0.2,0.49,0.53,0.55
THA,2020,100.887,231.84,-19.5956,106.544,35.1296,145.767,20.4691,213.017,12.2336,231.84,-108.249,106.544,-53.5241,145.767,-68.1845,213.017,290.435,230.06099999999998,169.952,102.616,224.678,142.921,210.017,211.08,-35.492,25.4575,-53.1617,-15.9485,278.202,28.6608,-0.42,0.2,0.49,0.53,0.55
THA,mean,91.3822,142.422,-69.8467,132.33700000000002,39.7696,144.477,5.30946,86.3031,2.72858,139.218,-158.5,128.88299999999998,-48.8841,141.319,-83.3442,80.906,297.85200000000003,136.245,136.623,125.665,246.239,138.391,211.77900000000002,75.6754,-35.492,25.4575,-53.1617,-15.9485,295.123,28.6184,-0.74,0.2,0.49,0.53,0.55
TJK,2015,-2.6318,20.1615,29.642,33.9775,40.2002,37.0041,15.0212,31.6176,-1.50767,20.1615,30.7661,33.9775,41.3243,37.0041,16.1453,31.6176,8.19996,20.1578,40.4738,33.9753,51.032,37.0021,25.853,31.6153,-0.813666,1.17445,1.9377900000000001,0.581338,9.70764,0.385836,1.09,0.01,0.34,0.26,0.29
TJK,2016,-2.01797,17.2342,39.7027,44.9875,50.0207,45.3437,5.31321,36.6222,-0.8624450000000001,17.2342,40.8582,44.9875,51.1762,45.3437,6.46873,36.6222,9.25226,17.2278,50.9729,44.985,61.2909,45.3413,16.5834,36.6192,-0.78227,1.23724,1.9377900000000001,0.581338,10.1147,0.470492,1.09,0.01,0.34,0.26,0.29
TJK,2017,1.6664400000000001,19.6408,11.7734,39.0382,10.821,37.2405,2.65872,17.1193,2.83295,19.6408,12.9399,39.0382,11.9875,37.2405,3.8252300000000004,17.1193,13.2455,19.6326,23.3525,39.0341,22.4001,37.2362,14.2378,17.1099,-0.7712899999999999,1.2592,1.9377900000000001,0.581338,10.4126,0.567358,0.45,0.01,0.34,0.26,0.29
TJK,2018,-3.17473,19.7152,59.2707,67.9192,37.2618,68.5129,41.4425,50.1654,-1.99784,19.7152,60.4476,67.9192,38.4387,68.5129,42.6194,50.1654,8.95094,19.707,71.3964,67.9168,49.3874,68.5106,53.5682,50.1622,-0.760904,1.27997,1.9377900000000001,0.581338,10.9488,0.567358,0.97,0.01,0.34,0.26,0.29
TJK,2019,-4.68214,22.0966,53.6537,56.6827,52.9054,61.6505,38.2709,37.2707,-3.5046199999999996,22.0966,54.8312,56.6827,54.0829,61.6505,39.4484,37.2707,7.38185,22.0932,65.7176,56.6814,64.9694,61.6493,50.3349,37.2687,-0.760282,1.28122,1.9377900000000001,0.581338,10.8865,0.385836,1.14,0.01,0.34,0.26,0.29
TJK,2020,-1.833,20.1759,54.8258,40.2261,56.0715,49.3148,33.9998,43.4351,-0.672891,20.1759,55.9859,40.2261,57.2316,49.3148,35.1599,43.4351,9.448319999999999,20.1722,66.1071,40.2242,67.3528,49.3133,45.2811,43.4334,-0.777682,1.24642,1.9377900000000001,0.581338,10.1212,0.385836,1.29,0.01,0.34,0.26,0.29
TJK,mean,-3.20791,21.847,49.6141,48.0728,49.3135,47.7048,33.7603,37.1622,-2.0478,21.8036,50.7742,48.0531,50.4736,47.685,34.9204,37.1368,8.31743,21.7988,61.1394,48.0509,60.8388,47.6828,45.2856,37.1339,-0.777682,1.24642,1.9377900000000001,0.581338,10.3652,0.460453,1.15,0.01,0.34,0.26,0.29
TKM,2015,-0.372877,15.9285,16.7317,36.7596,3.377,33.1983,-0.47225600000000006,21.559,-0.261997,15.9285,16.8426,36.7596,3.48788,33.1983,-0.361377,21.559,67.5571,15.052,84.6616,36.3884,71.3069,32.7868,67.4577,20.9198,-0.843367,1.4181,0.9542459999999999,0.286274,67.8191,5.21096,0.83,0.0,0.04,0.09,0.01
TKM,2016,3.08655,17.374,13.806,46.6724,10.5207,35.3458,4.80587,22.6936,3.18045,17.374,13.8999,46.6724,10.6146,35.3458,4.899769999999999,22.6936,73.1223,16.5753,83.8418,46.381,80.5564,34.9601,74.8416,22.0882,-0.860349,1.38414,0.9542459999999999,0.286274,69.9418,5.20716,0.29,0.0,0.04,0.09,0.01
TKM,2017,3.5107,32.369,18.2438,39.9399,10.7987,46.5809,2.9452599999999998,29.08,3.61695,32.369,18.35,39.9399,10.905,46.5809,3.0515,29.08,74.5912,31.9465,89.3243,39.5983,81.8792,46.2884,74.0257,28.609,-0.848,1.4088399999999999,0.9542459999999999,0.286274,70.9742,5.21258,0.5,0.0,0.04,0.09,0.01
TKM,2018,-4.427630000000001,16.8806,70.8192,94.8074,54.6486,81.2147,18.1242,33.528,-4.314430000000001,16.8806,70.9324,94.8074,54.7618,81.2147,18.2374,33.528,72.5855,16.0556,147.832,94.664,131.662,81.0473,95.1373,33.1203,-0.841047,1.42274,0.9542459999999999,0.286274,76.8999,5.21258,0.8,0.0,0.04,0.09,0.01
TKM,2019,-0.169908,18.3104,10.612,49.2341,-0.6034,34.0543,0.115576,20.0995,-0.045135800000000004,18.3104,10.7368,49.2341,-0.478628,34.0543,0.240348,20.0995,82.7466,17.5533,93.5285,48.9575,82.3131,33.6533,83.0321,19.4123,-0.8294739999999999,1.44589,0.9542459999999999,0.286274,82.7918,5.21096,0.21,0.0,0.04,0.09,0.01
TKM,2020,-0.0706155,14.6165,19.4801,46.848,24.2349,46.0893,0.659493,16.8581,0.0391832,14.6165,19.5899,46.848,24.3447,46.0893,0.769291,16.8581,76.884,13.656,96.4347,46.5573,101.19,45.7938,77.6141,16.0325,-0.844447,1.41594,0.9542459999999999,0.286274,76.8449,5.21096,0.51,0.0,0.04,0.09,0.01
TKM,mean,-0.11873299999999999,16.3661,16.6801,48.9164,5.88415,46.099,0.31863,27.923,-0.00893413,16.3022,16.7899,48.8951,5.99395,46.0764,0.428428,27.8856,74.203,15.4469,91.0019,48.6166,80.2059,45.7808,74.6404,27.3944,-0.844447,1.41594,0.9542459999999999,0.286274,74.212,5.21087,0.51,0.0,0.04,0.09,0.01
TLS,2015,0.5777909999999999,2.09232,0.047529400000000006,2.0771599999999997,-0.186539,3.68361,-0.5377430000000001,1.36172,-0.9917809999999999,2.09232,-1.52204,2.0771599999999997,-1.7561099999999998,3.68361,-2.10732,1.36172,-0.366683,2.09218,-0.8969450000000001,2.07702,-1.13101,3.6835400000000003,-1.48222,1.36152,-1.66157,1.65078,0.09199700000000001,0.027599099999999998,0.6250979999999999,0.0236097,-0.39,-0.0,0.03,0.06,0.12
TLS,2016,0.940377,2.16352,1.57417,2.85474,0.776945,2.16121,1.64155,4.7721599999999995,-0.891502,2.16352,-0.25771,2.85474,-1.05494,2.16121,-0.190332,4.7721599999999995,-0.233373,2.1634,0.400419,2.85465,-0.396806,2.16109,0.467797,4.7721,-1.92388,1.1261700000000001,0.09199700000000001,0.027599099999999998,0.658129,0.023265,0.21,-0.0,0.03,0.06,0.12
TLS,2017,0.8925350000000001,1.8254599999999999,0.964298,4.49678,-0.37043200000000004,2.4365799999999997,1.08046,3.17389,-0.940349,1.8254599999999999,-0.8685860000000001,4.49678,-2.20332,2.4365799999999997,-0.75242,3.17389,-0.262423,1.8253099999999998,-0.190659,4.49672,-1.52539,2.43646,-0.0744932,3.1738,-1.92488,1.12416,0.09199700000000001,0.027599099999999998,0.6779270000000001,0.023437299999999998,0.03,-0.0,0.03,0.06,0.12
TLS,2018,1.26135,1.50276,1.40906,2.89633,0.24436799999999997,2.3459,1.40906,3.57386,-0.332336,1.50276,-0.184629,2.89633,-1.34932,2.3459,-0.184629,3.57386,0.45913699999999996,1.50258,0.6068439999999999,2.89623,-0.557847,2.34579,0.6068439999999999,3.57378,-1.6856900000000001,1.60255,0.09199700000000001,0.027599099999999998,0.791473,0.023437299999999998,0.06,-0.0,0.03,0.06,0.12
TLS,2019,0.6953050000000001,2.7381599999999997,1.8830099999999999,4.22668,1.91478,4.61798,1.42525,2.18141,-0.8752719999999999,2.7381599999999997,0.312438,4.22668,0.344199,4.61798,-0.145322,2.18141,-0.0251959,2.73806,1.16251,4.22662,1.1942700000000002,4.61792,0.704754,2.18129,-1.66257,1.64877,0.09199700000000001,0.027599099999999998,0.850076,0.0236097,0.53,-0.0,0.03,0.06,0.12
TLS,2020,0.718525,1.5029700000000001,2.76876,1.39367,1.97943,2.1404,1.4524700000000001,2.08414,-0.9611959999999999,1.5029700000000001,1.08904,1.39367,0.299711,2.1404,-0.22724699999999998,2.08414,-0.279785,1.50279,1.77045,1.39347,0.9811219999999999,2.14027,0.454164,2.0840099999999997,-1.7717200000000002,1.43049,0.09199700000000001,0.027599099999999998,0.681411,0.0236097,0.66,-0.0,0.03,0.06,0.12
TLS,mean,0.871925,1.59099,1.6703,2.1691599999999998,1.58195,2.03836,1.32819,3.01939,-0.8077949999999999,0.695852,-0.0094213,1.6304,-0.09777310000000002,1.45185,-0.35153,2.65889,-0.0937758,0.6954560000000001,0.704598,1.6302299999999998,0.616246,1.45166,0.362489,2.65878,-1.7717200000000002,1.43049,0.09199700000000001,0.027599099999999998,0.714019,0.023494799999999996,0.66,-0.0,0.03,0.06,0.12
TON,2015,-5.81725,1.85211,-5.44763,1.77374,-5.0191,2.29458,-9.149469999999999,2.96746,-5.81727,1.85211,-5.44765,1.77374,-5.01912,2.29458,-9.14949,2.96746,-5.57908,1.85207,-5.20946,1.7737,-4.780930000000001,2.29455,-8.9113,2.9674400000000003,-2.08491e-05,4.1698100000000007e-05,0.0,0.0,0.23819,0.012221,0.19,0.4,0.08,0.4,0.47
TON,2016,-5.04967,0.6201270000000001,-5.21174,0.8104600000000001,-4.66829,2.2375,-7.40879,2.24943,-5.04969,0.6201270000000001,-5.21176,0.8104600000000001,-4.66832,2.2375,-7.4088199999999995,2.24943,-4.79552,0.619992,-4.95759,0.810357,-4.41415,2.23746,-7.15465,2.24939,-2.62961e-05,5.2592299999999995e-05,0.0,0.0,0.254169,0.012961700000000001,-0.16,0.4,0.08,0.4,0.47
TON,2017,-5.716080000000001,1.18115,-5.68823,0.394521,-5.976780000000001,1.1312200000000001,-6.00106,1.5854,-5.71611,1.18115,-5.68826,0.394521,-5.9768,1.1312200000000001,-6.0010900000000005,1.5854,-5.45667,1.1810399999999999,-5.4288300000000005,0.3942,-5.71737,1.13111,-5.74165,1.58532,-2.6546599999999998e-05,5.30931e-05,0.0,0.0,0.259432,0.0159243,0.01,0.4,0.08,0.4,0.47
TON,2018,-7.016139999999999,2.35334,-5.56591,1.44383,-7.232710000000001,1.91382,-6.71025,1.9706,-7.01615,2.35334,-5.565919999999999,1.44383,-7.23272,1.91382,-6.710260000000001,1.9706,-6.69945,2.35328,-5.249219999999999,1.44374,-6.91603,1.91375,-6.39356,1.97053,-9.89235e-06,1.97847e-05,0.0,0.0,0.316695,0.0159243,0.39,0.4,0.08,0.4,0.47
TON,2019,-5.31786,1.39307,-5.55271,0.207749,-4.63402,2.03689,-5.95734,2.0943,-5.317880000000001,1.39307,-5.55273,0.207749,-4.63404,2.03689,-5.9573599999999995,2.0943,-4.97131,1.3930200000000001,-5.206169999999999,0.207389,-4.28748,2.03685,-5.6108,2.09427,-1.9596900000000002e-05,3.9193800000000004e-05,0.0,0.0,0.346562,0.012221,-0.12,0.4,0.08,0.4,0.47
TON,2020,-5.45315,0.804122,-5.47767,1.11554,-5.60536,1.77236,-5.90804,1.41959,-5.45317,0.804122,-5.47769,1.11554,-5.60538,1.77236,-5.90806,1.41959,-5.14546,0.804029,-5.169980000000001,1.1154700000000002,-5.29767,1.7723200000000001,-5.60035,1.41953,-2.0636199999999997e-05,4.1272399999999995e-05,0.0,0.0,0.307711,0.012221,-0.01,0.4,0.08,0.4,0.47
TON,mean,-6.03924,0.812843,-5.7251199999999995,0.759102,-5.72136,1.44099,-6.42575,1.25779,-6.03926,0.812843,-5.725140000000001,0.759102,-5.72138,1.44099,-6.42577,1.25779,-5.75214,0.8127300000000001,-5.43802,0.75898,-5.43425,1.4409299999999998,-6.13865,1.2577200000000002,-2.0636199999999997e-05,4.1272399999999995e-05,0.0,0.0,0.287127,0.013578899999999998,0.42,0.4,0.08,0.4,0.47
TTO,2015,-0.570553,5.08274,0.961009,4.90255,0.833094,4.8064599999999995,0.8831100000000001,4.67687,0.08077689999999998,5.08274,1.6123399999999999,4.90255,1.48442,4.8064599999999995,1.53444,4.67687,15.719,2.24532,17.2506,1.80062,17.1227,1.5196100000000001,17.1727,1.03938,-0.180894,0.027158799999999997,0.832224,0.249667,15.6383,4.5599099999999995,0.61,0.02,-0.05,-0.04,0.05
TTO,2016,1.44344,4.46687,2.04717,5.06765,1.9548900000000002,4.8323599999999995,1.44876,4.19681,2.09828,4.46687,2.70201,5.06765,2.60973,4.8323599999999995,2.1036,4.19681,17.6329,1.88989,18.2366,3.04957,18.1443,2.64017,17.6382,1.10996,-0.177385,0.0341759,0.832224,0.249667,15.5346,4.04737,0.53,0.02,-0.05,-0.04,0.05
TTO,2017,-0.038258,4.20063,0.8322200000000001,4.146380000000001,0.941881,4.19516,0.30334,4.342569999999999,0.598958,4.20063,1.4694399999999999,4.146380000000001,1.5791,4.19516,0.940556,4.342569999999999,16.0869,1.16098,16.9574,0.9460780000000001,17.067,1.14104,16.4285,1.60015,-0.195008,0.00106924,0.832224,0.249667,15.4879,4.037,1.0,0.02,-0.05,-0.04,0.05
TTO,2018,-0.165233,4.07313,0.968018,4.48398,0.477677,4.19045,1.31521,4.51654,0.462628,4.07313,1.59588,4.48398,1.10554,4.19045,1.94307,4.51654,16.2862,0.541291,17.4195,1.95157,16.9291,1.1236,17.7667,2.02527,-0.20436300000000002,0.019780700000000002,0.832224,0.249667,15.8236,4.037,0.43,0.02,-0.05,-0.04,0.05
TTO,2019,-0.07259489999999999,4.789280000000001,1.47195,4.95719,1.1963700000000002,4.75482,0.905683,5.48305,0.565427,4.789280000000001,2.10997,4.95719,1.8343900000000002,4.75482,1.5437100000000001,5.48305,16.807,1.46436,18.3516,1.94445,18.076,1.34742,17.7853,3.04483,-0.19420199999999999,0.0005427580000000001,0.832224,0.249667,16.2416,4.5599099999999995,1.15,0.02,-0.05,-0.04,0.05
TTO,2020,1.27873,4.86829,2.03065,4.85433,1.47245,4.82875,0.730224,5.07287,1.92058,4.86829,2.6725,4.85433,2.1143,4.82875,1.37208,5.07287,16.9916,1.70511,17.7436,1.66484,17.1854,1.5887200000000001,16.4431,2.22288,-0.19037,0.0165455,0.832224,0.249667,15.0711,4.5599099999999995,0.58,0.02,-0.05,-0.04,0.05
TTO,mean,0.0911778,4.48885,1.63396,4.63694,1.3542299999999998,4.55348,0.902524,4.75683,0.733031,4.48187,2.27581,4.63018,1.9960900000000001,4.5466,1.5443799999999999,4.75025,16.3659,1.26315,17.9087,1.71668,17.6289,1.47646,17.1772,2.01823,-0.19037,0.0165455,0.832224,0.249667,15.6328,4.30019,1.0,0.02,-0.05,-0.04,0.05
TUN,2015,-4.33354,8.35868,-20.332,14.8257,-12.5531,8.225810000000001,-13.5997,11.0997,1.3130899999999999,8.35868,-14.6854,14.8257,-6.90645,8.225810000000001,-7.95304,11.0997,53.1317,8.16893,37.1333,14.7195,44.9122,8.03293,43.8656,10.9575,-0.237475,0.397717,5.88411,1.7652299999999999,51.8186,1.7709,-1.02,0.02,0.05,0.01,0.06
TUN,2016,-5.92659,5.63554,-11.1396,8.94988,-10.5035,5.19724,-9.057910000000001,9.23172,-0.267509,5.63554,-5.48054,8.94988,-4.84441,5.19724,-3.3988300000000002,9.23172,52.9361,5.35634,47.7231,8.776760000000001,48.3592,4.8931,49.8048,9.06398,-0.225027,0.422612,5.88411,1.7652299999999999,53.2036,1.7518200000000002,-0.38,0.02,0.05,0.01,0.06
TUN,2017,-5.72434,6.57648,-16.4547,10.6142,-12.7935,10.7121,-12.4856,10.6666,-0.0689895,6.57648,-10.7993,10.6142,-7.13813,10.7121,-6.83028,10.6666,55.5418,6.334919999999999,44.8114,10.4663,48.4727,10.5655,48.7805,10.5194,-0.228762,0.415142,5.88411,1.7652299999999999,55.6108,1.7660200000000001,-0.68,0.02,0.05,0.01,0.06
